TIME	X:1	R:1	Y:1	noise:1
46.5	0.02729374	0.0170798	0.09109229	0.00156712
46.6	0.02729374	0.0170798	0.09109229	0.00172827
46.7	0.02729374	0.0170798	0.09109229	0.00162172
46.8	0.02729374	0.0170798	0.09109229	0.00181118
46.9	0.02729374	0.0170798	0.09109229	0.00182083
47	0.02729374	0.0170798	0.09109229	0.0016187
47.1	0.02729374	0.0170798	0.09109229	0.00181002
47.2	0.02729374	0.0170798	0.09109229	0.00160147
47.3	0.02729374	0.0170798	0.09109229	0.00166353
47.4	0.02729374	0.0170798	0.09109229	0.00156821
47.5	0.02729374	0.0170798	0.09109229	0.00160083
47.6	0.02729374	0.0170798	0.09109229	0.00182349
47.7	0.02729374	0.0170798	0.09109229	0.0017741
47.8	0.02729374	0.0170798	0.09109229	0.00182295
47.9	0.02729374	0.0170798	0.09109229	0.00187823
48	0.02729374	0.0170798	0.09109229	0.00187354
48.1	0.02729374	0.0170798	0.09109229	0.00158923
48.2	0.02729374	0.0170798	0.09109229	0.00165974
48.3	0.02729374	0.0170798	0.09109229	0.00165857
48.4	0.02729374	0.0170798	0.09109229	0.00175014
48.5	0.02729374	0.0170798	0.09109229	0.00158663
48.6	0.02729374	0.0170798	0.09109229	0.00181642
48.7	0.02729374	0.0170798	0.09109229	0.00177464
48.8	0.02729374	0.0170798	0.09109229	0.00172272
48.9	0.02729374	0.0170798	0.09109229	0.00180341
49	0.02729374	0.0170798	0.09109229	0.00154614
49.1	0.02729374	0.0170798	0.09109229	0.00168037
49.2	0.02729374	0.0170798	0.09109229	0.00167368
49.3	0.02729374	0.0170798	0.09109229	0.00172583
49.4	0.02729374	0.0170798	0.09109229	0.00177288
49.5	0.02729374	0.0170798	0.09109229	0.00178113
49.6	0.02729374	0.0170798	0.09109229	0.00159316
49.7	0.02729374	0.0170798	0.09109229	0.00182381
49.8	0.02729374	0.0170798	0.09109229	0.00162929
